ORDER|ID|UPDATE|STATUS|MOTIVE|INTEREST_RATE|AMOUNT|CAT|CP|DELIVERY_SCORE
4595,0|1813|34:49.2|APPROVED|DIGITAL|30,0|18500,0|43,0||
4596,0|1814|58:35.2|RESPONSE||||||
4597,0|1814|23:45.6|RISK||||||
4598,0|1814|20:30.0|APPROVED|DIGITAL|41,0|7900,0|41,0||
4600,0|1815|00:00.0|NOT RESPOND||||||
4601,0|1816|13:00.5|RESPONSE||||||
4602,0|1816|55:09.2|RISK||||||
4603,0|1816|17:44.3|APPROVED|PLASTIC|44,0|4600,0|38,0||
4604,0|1816|11:24.2|DELIVERED|||||53100,0|1,0
4609,0|1817|00:00.0|NOT RESPOND||||||
4610,0|1818|00:00.0|NOT RESPOND||||||
4611,0|1819|00:00.0|NOT RESPOND||||||
4612,0|1821|00:00.0|NOT RESPOND||||||
4613,0|1822|30:26.0|RESPONSE||||||
4614,0|1822|04:31.6|RISK||||||
4615,0|1822|03:59.9|APPROVED|DIGITAL|49,0|2400,0|48,0||
4616,0|1823|00:00.0|NOT RESPOND||||||
4617,0|1825|02:40.8|RESPONSE||||||
4618,0|1825|42:46.9|RISK||||||
4619,0|1825|56:21.0|REJECTED|MOP|||||
4620,0|1827|45:45.2|RESPONSE||||||
4621,0|1827|54:46.2|RISK||||||
4622,0|1827|48:03.3|APPROVED|PLASTIC|46,0|12500,0|36,0||
4623,0|1827|10:38.5|DELIVERED|||||11560,0|4,0
4629,0|1829|00:00.0|NOT RESPOND||||||
4630,0|1831|21:31.5|RESPONSE||||||
4631,0|1831|23:51.9|RISK||||||
4632,0|1831|11:55.9|REJECTED|USAGE|||||
4633,0|1832|04:55.7|RESPONSE||||||
4634,0|1832|03:19.6|RISK||||||
4635,0|1832|07:51.9|APPROVED|PLASTIC|37,0|1700,0|44,0||
4636,0|1832|27:19.4|DELIVERED|||||44100,0|1,0
4638,0|1833|00:00.0|NOT RESPOND||||||
4639,0|1834|13:48.3|RESPONSE||||||
4640,0|1834|17:06.1|RISK||||||
4641,0|1834|48:23.8|REJECTED|INCOME|||||
4642,0|1837|00:00.0|NOT RESPOND||||||
4643,0|1838|00:00.0|NOT RESPOND||||||
4644,0|1841|00:00.0|NOT RESPOND||||||
4645,0|1844|00:00.0|NOT RESPOND||||||
4646,0|1845|00:00.0|NOT RESPOND||||||
4647,0|1850|00:00.0|NOT RESPOND||||||
4648,0|1851|01:58.1|RESPONSE||||||
4649,0|1851|42:43.1|RISK||||||
4650,0|1851|13:24.9|REJECTED|MOP|||||
4651,0|1852|00:39.5|RESPONSE||||||
4652,0|1852|48:04.3|RISK||||||
4653,0|1852|41:08.2|REJECTED|USAGE|||||
4654,0|1853|00:00.0|NOT RESPOND||||||
4655,0|1854|00:00.0|NOT RESPOND||||||
4656,0|1855|12:55.5|RESPONSE||||||
4657,0|1855|43:33.1|RISK||||||
4658,0|1855|02:59.3|REJECTED|INCOME|||||
4659,0|1860|00:00.0|NOT RESPOND||||||
4660,0|1861|29:25.7|RESPONSE||||||
4661,0|1861|32:51.4|RISK||||||
4662,0|1861|31:46.1|REJECTED|EMPTY|||||
4663,0|1862|30:57.1|RESPONSE||||||
4664,0|1862|25:19.2|RISK||||||
4665,0|1862|56:58.3|APPROVED|PLASTIC|46,0|12000,0|45,0||
4666,0|1862|34:59.7|DELIVERED|||||64000,0|0,0
4667,0|1863|00:00.0|NOT RESPOND||||||
4668,0|1865|12:56.7|RESPONSE||||||
4669,0|1865|18:42.4|RISK||||||
4670,0|1865|25:35.8|REJECTED|USAGE|||||
4671,0|1867|04:06.8|RESPONSE||||||
4672,0|1867|48:51.2|RISK||||||
4673,0|1867|43:50.8|REJECTED|INCOME|||||
4674,0|1868|13:40.3|RESPONSE||||||
4675,0|1868|33:36.5|RISK||||||
4676,0|1868|30:17.5|REJECTED|EMPTY|||||
4677,0|1869|02:25.5|RESPONSE||||||
4678,0|1869|42:02.4|RISK||||||
4679,0|1869|15:31.6|APPROVED|PLASTIC|46,0|16600,0|31,0||
4680,0|1869|30:37.9|DELIVERED|||||53100,0|2,0
4682,0|1871|24:32.2|RESPONSE||||||
4683,0|1871|17:47.3|RISK||||||
4684,0|1871|38:05.5|APPROVED|PLASTIC|39,0|1800,0|36,0||
4685,0|1871|37:10.2|DELIVERED|||||44100,0|3,0
4691,0|1875|59:18.8|RESPONSE||||||
4692,0|1875|55:32.9|RISK||||||
4693,0|1875|28:54.2|REJECTED|EMPTY|||||
4694,0|1878|00:00.0|NOT RESPOND||||||
4695,0|1879|00:00.0|NOT RESPOND||||||
4696,0|1881|03:12.6|RESPONSE||||||
4697,0|1881|03:08.6|RISK||||||
4698,0|1881|55:57.8|REJECTED|MOP|||||
4699,0|1882|00:00.0|NOT RESPOND||||||
4700,0|1885|20:54.2|RESPONSE||||||
4701,0|1885|58:33.4|RISK||||||
4702,0|1885|13:52.5|APPROVED|DIGITAL|44,0|108300,0|45,0||
4707,0|1888|44:45.6|RESPONSE||||||
4708,0|1888|27:18.9|RISK||||||
4709,0|1888|30:49.6|REJECTED|EMPTY|||||
4710,0|1889|11:07.1|RESPONSE||||||
4711,0|1889|28:23.3|RISK||||||
4712,0|1889|36:36.1|REJECTED|EMPTY|||||
4713,0|1890|34:31.6|RESPONSE||||||
4714,0|1890|18:42.8|RISK||||||
4715,0|1890|55:43.0|APPROVED|PLASTIC|39,0|8000,0|32,0||
4716,0|1890|09:05.0|DELIVERED|||||53100,0|0,0
4722,0|1892|50:43.2|RESPONSE||||||
4723,0|1892|35:01.6|RISK||||||
4724,0|1892|14:27.1|APPROVED|PLASTIC|34,0|23200,0|48,0||
4725,0|1892|50:45.7|DELIVERED|||||53100,0|3,0
4730,0|1893|44:43.6|RESPONSE||||||
4731,0|1893|48:39.5|RISK||||||
4732,0|1893|20:54.5|REJECTED|INCOME|||||
4733,0|1895|04:22.3|RESPONSE||||||
4734,0|1895|14:24.7|RISK||||||
4735,0|1895|18:50.1|REJECTED|MOP|||||
4736,0|1896|33:09.3|RESPONSE||||||
4737,0|1896|02:12.9|RISK||||||
4738,0|1896|52:52.2|REJECTED|MOP|||||
4739,0|1897|59:55.8|RESPONSE||||||
4740,0|1897|36:37.1|RISK||||||
4741,0|1897|23:54.0|REJECTED|EMPTY|||||
4742,0|1898|00:00.0|NOT RESPOND||||||
4743,0|1901|00:00.0|NOT RESPOND||||||
4744,0|1902|00:00.0|NOT RESPOND||||||
4745,0|1903|00:00.0|NOT RESPOND||||||
4746,0|1904|00:00.0|NOT RESPOND||||||
4747,0|1909|00:00.0|NOT RESPOND||||||
4748,0|1910|24:59.7|RESPONSE||||||
4749,0|1910|07:03.7|RISK||||||
4750,0|1910|09:56.6|APPROVED|PLASTIC|47,0|1400,0|36,0||
4751,0|1910|39:49.1|DELIVERED|||||44100,0|3,0
4752,0|1912|19:24.1|RESPONSE||||||
4753,0|1912|43:47.0|RISK||||||
4754,0|1912|40:25.0|APPROVED|PLASTIC|36,0|3100,0|45,0||
4755,0|1912|18:56.1|DELIVERED|||||44620,0|1,0
4758,0|1913|00:00.0|NOT RESPOND||||||
4759,0|1914|25:36.9|RESPONSE||||||
4760,0|1914|07:26.8|RISK||||||
4761,0|1914|09:00.4|APPROVED|DIGITAL|45,0|1100,0|49,0||
4762,0|1915|23:25.4|RESPONSE||||||
4763,0|1915|19:23.9|RISK||||||
4764,0|1915|00:36.9|APPROVED|PLASTIC|45,0|34400,0|39,0||
4765,0|1915|52:56.3|DELIVERED|||||64000,0|1,0
4768,0|1916|00:00.0|NOT RESPOND||||||
4769,0|1919|00:00.0|NOT RESPOND||||||
4770,0|1920|18:14.4|RESPONSE||||||
4771,0|1920|55:34.0|RISK||||||
4772,0|1920|55:40.5|REJECTED|MOP|||||
4773,0|1921|00:00.0|NOT RESPOND||||||
4774,0|1923|00:00.0|NOT RESPOND||||||
4775,0|1924|00:00.0|NOT RESPOND||||||
4776,0|1925|55:52.3|RESPONSE||||||
4777,0|1925|16:22.4|RISK||||||
4778,0|1925|43:06.8|REJECTED|INCOME|||||
4779,0|1926|00:00.0|NOT RESPOND||||||
4780,0|1927|00:00.0|NOT RESPOND||||||
4781,0|1928|00:00.0|NOT RESPOND||||||
4782,0|1929|00:00.0|NOT RESPOND||||||
4783,0|1931|00:00.0|NOT RESPOND||||||
4784,0|1932|00:00.0|NOT RESPOND||||||
4785,0|1933|52:18.2|RESPONSE||||||
4786,0|1933|00:54.2|RISK||||||
4787,0|1933|01:57.6|APPROVED|PLASTIC|34,0|2000,0|40,0||
4788,0|1933|35:52.7|DELIVERED|||||53100,0|3,0
4794,0|1934|00:00.0|NOT RESPOND||||||
4795,0|1935|29:27.0|RESPONSE||||||
4796,0|1935|53:39.9|RISK||||||
4797,0|1935|20:10.1|APPROVED|DIGITAL|34,0|100,0|46,0||
4803,0|1936|00:00.0|NOT RESPOND||||||
4804,0|1937|00:23.7|RESPONSE||||||
4805,0|1937|31:32.4|RISK||||||
4806,0|1937|21:26.0|APPROVED|DIGITAL|43,0|6500,0|38,0||
4809,0|1939|00:00.0|NOT RESPOND||||||
4810,0|1940|38:50.0|RESPONSE||||||
4811,0|1940|02:25.6|RISK||||||
4812,0|1940|57:48.8|REJECTED|EMPTY|||||
4813,0|1941|34:11.3|RESPONSE||||||
4814,0|1941|57:05.8|RISK||||||
4815,0|1941|28:38.8|APPROVED|PLASTIC|30,0|18800,0|31,0||
4816,0|1941|33:11.5|DELIVERED|||||44100,0|1,0
4817,0|1943|50:15.1|RESPONSE||||||
4818,0|1943|38:03.4|RISK||||||
4819,0|1943|45:43.8|APPROVED|PLASTIC|31,0|4500,0|39,0||
4820,0|1943|30:44.0|DELIVERED|||||53100,0|1,0
4823,0|1944|00:00.0|NOT RESPOND||||||
4824,0|1946|52:46.6|RESPONSE||||||
4825,0|1946|43:13.1|RISK||||||
4826,0|1946|48:47.7|APPROVED|DIGITAL|32,0|19300,0|43,0||
4829,0|1948|27:45.7|RESPONSE||||||
4830,0|1948|02:02.2|RISK||||||
4831,0|1948|51:08.1|APPROVED|DIGITAL|37,0|1300,0|32,0||
4834,0|1949|59:01.5|RESPONSE||||||
4835,0|1949|12:48.0|RISK||||||
4836,0|1949|42:04.8|REJECTED|MOP|||||
4837,0|1951|57:57.0|RESPONSE||||||
4838,0|1951|44:08.2|RISK||||||
4839,0|1951|18:57.2|APPROVED|DIGITAL|39,0|42400,0|31,0||
4843,0|1954|15:58.0|RESPONSE||||||
4844,0|1954|15:17.7|RISK||||||
4845,0|1954|44:05.2|APPROVED|DIGITAL|39,0|42000,0|33,0||
4850,0|1955|24:15.0|RESPONSE||||||
4851,0|1955|47:31.8|RISK||||||
4852,0|1955|00:32.4|APPROVED|PLASTIC|32,0|2000,0|40,0||
4853,0|1955|33:51.8|DELIVERED|||||44620,0|2,0
4854,0|1956|02:00.1|RESPONSE||||||
4855,0|1956|42:57.0|RISK||||||
4856,0|1956|54:26.5|APPROVED|PLASTIC|34,0|7200,0|36,0||
4857,0|1956|59:47.8|DELIVERED|||||11560,0|1,0
4859,0|1957|50:47.2|RESPONSE||||||
4860,0|1957|21:36.7|RISK||||||
4861,0|1957|17:17.9|REJECTED|USAGE|||||
4862,0|1959|58:29.1|RESPONSE||||||
4863,0|1959|27:37.5|RISK||||||
4864,0|1959|25:55.7|APPROVED|PLASTIC|37,0|600,0|44,0||
4865,0|1959|44:56.2|DELIVERED|||||44100,0|2,0
4866,0|1961|52:29.7|RESPONSE||||||
4867,0|1961|23:48.9|RISK||||||
4868,0|1961|31:18.5|REJECTED|USAGE|||||
4869,0|1962|54:39.7|RESPONSE||||||
4870,0|1962|48:24.0|RISK||||||
4871,0|1962|14:28.1|APPROVED|PLASTIC|35,0|33700,0|40,0||
4872,0|1962|39:20.9|DELIVERED|||||53100,0|2,0
4874,0|1964|00:00.0|NOT RESPOND||||||
4875,0|1965|15:52.0|RESPONSE||||||
4876,0|1965|08:34.3|RISK||||||
4877,0|1965|48:15.8|APPROVED|DIGITAL|43,0|8100,0|37,0||
4880,0|1966|07:36.8|RESPONSE||||||
4881,0|1966|42:02.2|RISK||||||
4882,0|1966|54:04.1|APPROVED|PLASTIC|43,0|3600,0|32,0||
4883,0|1966|36:24.3|DELIVERED|||||44620,0|2,0
4885,0|1970|26:10.7|RESPONSE||||||
4886,0|1970|07:07.0|RISK||||||
4887,0|1970|29:15.9|APPROVED|DIGITAL|33,0|12400,0|49,0||
4890,0|1971|43:18.2|RESPONSE||||||
4891,0|1971|20:39.4|RISK||||||
4892,0|1971|31:11.0|REJECTED|EMPTY|||||
4893,0|1973|00:00.0|NOT RESPOND||||||
4894,0|1974|16:48.7|RESPONSE||||||
4895,0|1974|49:15.6|RISK||||||
4896,0|1974|43:15.8|REJECTED|USAGE|||||
4897,0|1976|43:51.9|RESPONSE||||||
4898,0|1976|51:38.9|RISK||||||
4899,0|1976|21:38.1|APPROVED|PLASTIC|42,0|6700,0|34,0||
4900,0|1976|55:01.3|DELIVERED|||||53100,0|2,0
4902,0|1977|32:29.1|RESPONSE||||||
4903,0|1977|53:33.0|RISK||||||
4904,0|1977|33:58.7|APPROVED|PLASTIC|46,0|20400,0|36,0||
4905,0|1977|22:52.4|DELIVERED|||||11560,0|2,0
4910,0|1980|17:08.3|RESPONSE||||||
4911,0|1980|24:35.6|RISK||||||
4912,0|1980|31:06.1|APPROVED|DIGITAL|40,0|34700,0|42,0||
4918,0|1982|47:33.6|RESPONSE||||||
4919,0|1982|14:20.0|RISK||||||
4920,0|1982|57:14.7|APPROVED|PLASTIC|37,0|2600,0|34,0||
4921,0|1982|17:05.1|DELIVERED|||||11560,0|0,0
4922,0|1983|00:00.0|NOT RESPOND||||||
4923,0|1984|08:55.6|RESPONSE||||||
4924,0|1984|11:03.6|RISK||||||
4925,0|1984|51:44.0|REJECTED|USAGE|||||
4926,0|1985|54:55.8|RESPONSE||||||
4927,0|1985|48:35.0|RISK||||||
4928,0|1985|03:36.6|REJECTED|USAGE|||||
4929,0|1986|00:00.0|NOT RESPOND||||||
4930,0|1987|00:00.0|NOT RESPOND||||||
4931,0|1988|47:07.9|RESPONSE||||||
4932,0|1988|51:12.0|RISK||||||
4933,0|1988|49:17.3|APPROVED|PLASTIC|30,0|18300,0|47,0||
4934,0|1988|23:07.1|DELIVERED|||||11560,0|1,0
4940,0|1989|34:41.6|RESPONSE||||||
4941,0|1989|18:43.9|RISK||||||
4942,0|1989|05:02.9|APPROVED|PLASTIC|38,0|54500,0|32,0||
4943,0|1989|16:38.8|DELIVERED|||||44100,0|1,0
4946,0|1990|07:59.6|RESPONSE||||||
4947,0|1990|19:25.5|RISK||||||
4948,0|1990|16:41.3|APPROVED|PLASTIC|41,0|26800,0|49,0||
4949,0|1990|44:12.7|DELIVERED|||||64000,0|1,0
4953,0|1991|00:00.0|NOT RESPOND||||||
4954,0|1992|40:03.2|RESPONSE||||||
4955,0|1992|45:42.6|RISK||||||
4956,0|1992|14:17.4|APPROVED|PLASTIC|45,0|30800,0|39,0||
4957,0|1992|32:29.8|DELIVERED|||||11560,0|3,0
4962,0|1993|00:00.0|NOT RESPOND||||||
4963,0|1994|01:39.4|RESPONSE||||||
4964,0|1994|18:57.7|RISK||||||
4965,0|1994|37:06.8|APPROVED|PLASTIC|38,0|8800,0|45,0||
4966,0|1994|52:42.5|DELIVERED|||||44100,0|1,0
4969,0|1995|25:52.3|RESPONSE||||||
4970,0|1995|54:42.4|RISK||||||
4971,0|1995|11:27.7|REJECTED|INCOME|||||
4972,0|1996|00:00.0|NOT RESPOND||||||
4973,0|1998|23:32.4|RESPONSE||||||
4974,0|1998|55:18.9|RISK||||||
4975,0|1998|40:13.8|APPROVED|PLASTIC|41,0|3800,0|45,0||
4976,0|1998|28:29.6|DELIVERED|||||64000,0|1,0
4977,0|1999|07:27.2|RESPONSE||||||
4978,0|1999|57:01.0|RISK||||||
4979,0|1999|23:58.9|APPROVED|PLASTIC|40,0|35200,0|32,0||
4980,0|1999|31:06.3|DELIVERED|||||44620,0|2,0
4981,0|2001|46:03.7|RESPONSE||||||
4982,0|2001|37:01.6|RISK||||||
4983,0|2001|46:40.8|APPROVED|DIGITAL|43,0|64700,0|30,0||
4986,0|2002|56:34.1|RESPONSE||||||
4987,0|2002|05:08.6|RISK||||||
4988,0|2002|07:12.6|APPROVED|PLASTIC|32,0|36800,0|36,0||
4989,0|2002|51:36.1|DELIVERED|||||53100,0|1,0
4995,0|2003|17:15.9|RESPONSE||||||
4996,0|2003|13:19.8|RISK||||||
4997,0|2003|31:51.5|APPROVED|PLASTIC|46,0|16400,0|38,0||
4998,0|2003|36:05.0|DELIVERED|||||44620,0|0,0
5002,0|2006|21:28.9|RESPONSE||||||
5003,0|2006|27:20.2|RISK||||||
5004,0|2006|23:54.8|REJECTED|USAGE|||||
5005,0|2008|08:31.2|RESPONSE||||||
5006,0|2008|46:48.7|RISK||||||
5007,0|2008|46:27.8|REJECTED|EMPTY|||||
5008,0|2009|17:02.4|RESPONSE||||||
5009,0|2009|30:08.3|RISK||||||
5010,0|2009|40:36.6|REJECTED|MOP|||||
5011,0|2011|00:00.0|NOT RESPOND||||||
5012,0|2012|38:42.3|RESPONSE||||||
5013,0|2012|27:40.5|RISK||||||
5014,0|2012|39:53.5|APPROVED|PLASTIC|48,0|35100,0|40,0||
5015,0|2012|21:59.8|DELIVERED|||||53100,0|0,0
5018,0|2013|05:33.6|RESPONSE||||||
5019,0|2013|18:55.5|RISK||||||
5020,0|2013|06:37.3|APPROVED|PLASTIC|44,0|2400,0|35,0||
5021,0|2013|13:57.6|DELIVERED|||||53100,0|2,0
5024,0|2014|00:00.0|NOT RESPOND||||||
5025,0|2015|17:52.9|RESPONSE||||||
5026,0|2015|47:33.3|RISK||||||
5027,0|2015|00:11.1|APPROVED|DIGITAL|34,0|15300,0|47,0||
5033,0|2016|59:13.8|RESPONSE||||||
5034,0|2016|28:25.9|RISK||||||
5035,0|2016|15:51.7|APPROVED|PLASTIC|32,0|54600,0|49,0||
5036,0|2016|11:11.7|DELIVERED|||||44100,0|2,0
5037,0|2018|20:11.5|RESPONSE||||||
5038,0|2018|51:45.3|RISK||||||
5039,0|2018|54:13.6|APPROVED|DIGITAL|33,0|3100,0|34,0||
5045,0|2019|00:00.0|NOT RESPOND||||||
5046,0|2021|00:05.9|RESPONSE||||||
5047,0|2021|16:09.4|RISK||||||
5048,0|2021|29:07.9|REJECTED|USAGE|||||
5049,0|2022|00:00.0|NOT RESPOND||||||
5050,0|2023|01:41.1|RESPONSE||||||
5051,0|2023|34:51.1|RISK||||||
5052,0|2023|09:43.6|APPROVED|DIGITAL|44,0|3700,0|40,0||
5054,0|2024|05:41.9|RESPONSE||||||
5055,0|2024|45:55.2|RISK||||||
5056,0|2024|20:22.5|APPROVED|DIGITAL|41,0|2100,0|43,0||
5058,0|2025|00:00.0|NOT RESPOND||||||
5059,0|2027|47:25.7|RESPONSE||||||
5060,0|2027|00:50.2|RISK||||||
5061,0|2027|05:29.6|REJECTED|USAGE|||||
5062,0|2028|55:42.9|RESPONSE||||||
5063,0|2028|27:08.6|RISK||||||
5064,0|2028|34:33.3|APPROVED|DIGITAL|42,0|2000,0|39,0||
5070,0|2029|36:14.0|RESPONSE||||||
5071,0|2029|48:44.9|RISK||||||
5072,0|2029|44:58.3|APPROVED|PLASTIC|44,0|9900,0|31,0||
5073,0|2029|01:17.0|DELIVERED|||||11560,0|2,0
5076,0|2032|00:00.0|NOT RESPOND||||||
5077,0|2033|00:00.0|NOT RESPOND||||||
5078,0|2034|00:00.0|NOT RESPOND||||||
5079,0|2035|00:48.7|RESPONSE||||||
5080,0|2035|26:43.6|RISK||||||
5081,0|2035|16:51.2|APPROVED|DIGITAL|32,0|8100,0|40,0||
5087,0|2037|02:24.0|RESPONSE||||||
5088,0|2037|27:01.2|RISK||||||
5089,0|2037|10:16.2|APPROVED|PLASTIC|46,0|8300,0|42,0||
5090,0|2037|07:01.7|DELIVERED|||||11560,0|2,0
5096,0|2039|00:00.0|NOT RESPOND||||||
5097,0|2040|49:30.7|RESPONSE||||||
5098,0|2040|24:03.3|RISK||||||
5099,0|2040|50:42.9|APPROVED|PLASTIC|44,0|2000,0|49,0||
5100,0|2040|08:39.3|DELIVERED|||||44100,0|0,0
5101,0|2042|41:28.0|RESPONSE||||||
5102,0|2042|34:59.3|RISK||||||
5103,0|2042|47:06.1|REJECTED|INCOME|||||
5104,0|2043|26:10.8|RESPONSE||||||
5105,0|2043|58:09.1|RISK||||||
5106,0|2043|16:11.9|REJECTED|EMPTY|||||
5107,0|2047|00:00.0|NOT RESPOND||||||
5108,0|2051|02:21.6|RESPONSE||||||
5109,0|2051|40:16.5|RISK||||||
5110,0|2051|40:48.4|APPROVED|PLASTIC|35,0|7600,0|44,0||
5111,0|2051|37:53.0|DELIVERED|||||11560,0|1,0
5117,0|2052|25:11.0|RESPONSE||||||
5118,0|2052|48:47.9|RISK||||||
5119,0|2052|21:54.6|REJECTED|USAGE|||||
5120,0|2053|00:00.0|NOT RESPOND||||||
5121,0|2057|11:10.2|RESPONSE||||||
5122,0|2057|56:47.5|RISK||||||
5123,0|2057|48:52.0|APPROVED|DIGITAL|32,0|16500,0|31,0||
5125,0|2059|41:07.4|RESPONSE||||||
5126,0|2059|18:36.2|RISK||||||
5127,0|2059|21:46.3|APPROVED|PLASTIC|35,0|100,0|34,0||
5128,0|2059|47:14.5|DELIVERED|||||44620,0|2,0
5129,0|2061|34:38.2|RESPONSE||||||
5130,0|2061|51:14.1|RISK||||||
5131,0|2061|17:31.6|APPROVED|PLASTIC|39,0|31400,0|33,0||
5132,0|2061|43:34.3|DELIVERED|||||44620,0|4,0
5136,0|2062|00:00.0|NOT RESPOND||||||
5137,0|2063|09:53.3|RESPONSE||||||
5138,0|2063|34:21.5|RISK||||||
5139,0|2063|08:22.6|REJECTED|INCOME|||||
5140,0|2064|53:04.2|RESPONSE||||||
5141,0|2064|12:00.4|RISK||||||
5142,0|2064|44:14.1|REJECTED|MOP|||||
5143,0|2065|00:00.0|NOT RESPOND||||||
5144,0|2066|00:43.1|RESPONSE||||||
5145,0|2066|19:39.7|RISK||||||
5146,0|2066|30:08.8|REJECTED|EMPTY|||||
5147,0|2070|47:14.1|RESPONSE||||||
5148,0|2070|15:10.4|RISK||||||
5149,0|2070|07:37.5|REJECTED|EMPTY|||||
5150,0|2072|00:00.0|NOT RESPOND||||||
5151,0|2073|26:43.4|RESPONSE||||||
5152,0|2073|56:08.8|RISK||||||
5153,0|2073|03:01.2|APPROVED|PLASTIC|38,0|3600,0|39,0||
5154,0|2073|52:22.8|DELIVERED|||||11560,0|3,0
5158,0|2074|00:00.0|NOT RESPOND||||||
5159,0|2075|44:50.7|RESPONSE||||||
5160,0|2075|52:52.6|RISK||||||
5161,0|2075|38:50.7|REJECTED|USAGE|||||
5162,0|2078|08:08.9|RESPONSE||||||
5163,0|2078|28:48.3|RISK||||||
5164,0|2078|48:33.2|REJECTED|USAGE|||||
5165,0|2080|50:43.8|RESPONSE||||||
5166,0|2080|24:45.5|RISK||||||
5167,0|2080|15:21.7|REJECTED|MOP|||||
5168,0|2082|11:29.3|RESPONSE||||||
5169,0|2082|22:38.1|RISK||||||
5170,0|2082|58:48.2|APPROVED|PLASTIC|39,0|3200,0|32,0||
5171,0|2082|20:36.7|DELIVERED|||||44100,0|3,0
5175,0|2083|51:57.3|RESPONSE||||||
5176,0|2083|19:46.6|RISK||||||
5177,0|2083|13:31.9|APPROVED|PLASTIC|39,0|500,0|46,0||
5178,0|2083|04:02.3|DELIVERED|||||44100,0|4,0
5184,0|2084|00:00.0|NOT RESPOND||||||
5185,0|2085|53:15.4|RESPONSE||||||
5186,0|2085|22:51.9|RISK||||||
5187,0|2085|52:14.7|APPROVED|PLASTIC|40,0|13200,0|35,0||
5188,0|2085|59:44.7|DELIVERED|||||53100,0|2,0
5189,0|2087|00:00.0|NOT RESPOND||||||
5190,0|2088|03:23.0|RESPONSE||||||
5191,0|2088|57:52.5|RISK||||||
5192,0|2088|51:21.7|APPROVED|PLASTIC|35,0|34200,0|32,0||
5193,0|2088|10:31.1|DELIVERED|||||11560,0|3,0
5196,0|2089|00:00.0|NOT RESPOND||||||
5197,0|2090|01:19.9|RESPONSE||||||
5198,0|2090|32:45.4|RISK||||||
5199,0|2090|31:24.8|REJECTED|EMPTY|||||
5200,0|2092|00:00.0|NOT RESPOND||||||
5201,0|2093|07:04.8|RESPONSE||||||
5202,0|2093|53:20.5|RISK||||||
5203,0|2093|18:52.5|REJECTED|MOP|||||
5204,0|2094|14:57.2|RESPONSE||||||
5205,0|2094|14:07.3|RISK||||||
5206,0|2094|56:27.2|APPROVED|PLASTIC|40,0|400,0|44,0||
5207,0|2094|01:04.9|DELIVERED|||||11560,0|3,0
5210,0|2096|22:26.0|RESPONSE||||||
5211,0|2096|39:39.1|RISK||||||
5212,0|2096|33:11.1|APPROVED|PLASTIC|48,0|16300,0|38,0||
5213,0|2096|46:27.7|DELIVERED|||||53100,0|2,0
5218,0|2097|38:15.9|RESPONSE||||||
5219,0|2097|38:04.2|RISK||||||
5220,0|2097|02:11.4|REJECTED|INCOME|||||
5221,0|2098|43:24.3|RESPONSE||||||
5222,0|2098|31:03.6|RISK||||||
5223,0|2098|34:28.9|APPROVED|PLASTIC|45,0|40300,0|35,0||
5224,0|2098|15:02.3|DELIVERED|||||44100,0|0,0
5225,0|2099|34:59.8|RESPONSE||||||
5226,0|2099|55:22.9|RISK||||||
5227,0|2099|11:34.9|APPROVED|PLASTIC|37,0|4700,0|36,0||
5228,0|2099|39:24.9|DELIVERED|||||11560,0|5,0
5231,0|2101|22:31.9|RESPONSE||||||
5232,0|2101|10:44.2|RISK||||||
5233,0|2101|41:43.2|APPROVED|PLASTIC|47,0|7400,0|30,0||
5234,0|2101|17:00.9|DELIVERED|||||64000,0|3,0
5237,0|2106|00:00.0|NOT RESPOND||||||
5238,0|2108|43:46.9|RESPONSE||||||
5239,0|2108|40:14.1|RISK||||||
5240,0|2108|21:31.3|APPROVED|DIGITAL|47,0|3400,0|41,0||
5245,0|2109|51:26.7|RESPONSE||||||
5246,0|2109|17:32.3|RISK||||||
5247,0|2109|28:29.4|APPROVED|PLASTIC|46,0|3500,0|36,0||
5248,0|2109|22:14.9|DELIVERED|||||11560,0|1,0
5254,0|2110|29:51.9|RESPONSE||||||
5255,0|2110|52:59.8|RISK||||||
5256,0|2110|41:58.2|APPROVED|PLASTIC|31,0|5300,0|38,0||
5257,0|2110|20:07.8|DELIVERED|||||44100,0|3,0
5260,0|2112|10:52.1|RESPONSE||||||
5261,0|2112|44:50.7|RISK||||||
5262,0|2112|17:49.1|REJECTED|MOP|||||
5263,0|2114|28:20.7|RESPONSE||||||
5264,0|2114|13:09.1|RISK||||||
5265,0|2114|15:11.0|APPROVED|DIGITAL|37,0|10000,0|32,0||
5268,0|2115|44:03.5|RESPONSE||||||
5269,0|2115|38:50.4|RISK||||||
5270,0|2115|21:33.6|REJECTED|EMPTY|||||
5271,0|2116|00:00.0|NOT RESPOND||||||
5272,0|2118|00:00.0|NOT RESPOND||||||
5273,0|2120|25:55.2|RESPONSE||||||
5274,0|2120|59:04.0|RISK||||||
5275,0|2120|05:59.2|REJECTED|INCOME|||||
5276,0|2121|38:25.5|RESPONSE||||||
5277,0|2121|26:56.0|RISK||||||
5278,0|2121|32:30.5|APPROVED|PLASTIC|47,0|18100,0|37,0||
5279,0|2121|08:39.2|DELIVERED|||||53100,0|3,0
5285,0|2122|45:28.1|RESPONSE||||||
5286,0|2122|22:36.0|RISK||||||
5287,0|2122|07:42.5|APPROVED|PLASTIC|49,0|1300,0|35,0||
5288,0|2122|51:56.2|DELIVERED|||||53100,0|1,0
