ORDER|ID|UPDATE|STATUS|TXN
2426|927|26:42.1|TX|676,234916
2427|927|36:29.7|TX|412,7091931
2432|928|56:31.7|TX|3904,161331
2433|928|38:39.2|TX|5,359012658
2434|928|55:41.1|TX|507,8223021
2442|933|30:12.9|TX|301,3871024
2443|933|38:31.7|TX|32,98460461
2444|933|04:52.0|TX|258,8822908
2449|934|34:31.6|TX|31,46186521
2450|934|27:38.2|TX|22,98033077
2451|934|35:44.6|TX|41,85955952
2452|934|31:44.1|TX|6584,535796
2456|935|50:18.3|TX|120,4993504
2457|935|12:12.8|TX|1389,335448
2458|935|53:12.1|TX|945,9993995
2467|938|32:24.7|TX|64,1345071
2468|938|36:41.8|TX|4866,443723
2469|938|00:08.7|TX|11,48436339
2470|938|21:23.3|TX|73,48742015
2474|939|45:38.4|TX|143,9531072
2475|939|04:27.1|TX|679,3759235
2479|940|50:05.7|TX|12,03962659
2480|940|07:59.4|TX|52,02908952
2481|940|46:14.4|TX|349,0999758
2489|943|25:22.7|TX|301,2271229
2490|943|16:38.0|TX|209,3931446
2491|943|30:27.0|TX|3033,760276
2492|943|21:16.3|TX|3054,684086
2497|944|45:51.9|TX|386,0133062
2507|948|57:31.9|TX|223,510082
2512|949|38:34.6|TX|11,5131801
2513|949|25:10.8|TX|75224,14414
2514|949|32:03.6|TX|140,7339967
2515|949|41:52.4|TX|38,76351752
2516|949|01:44.8|TX|129,6760242
2524|952|38:15.6|TX|824,5523855
2525|952|24:05.7|TX|56,24010204
2526|952|09:38.9|TX|229,6586747
2527|952|59:34.4|TX|53,046619
2539|958|56:44.6|TX|61,68362407
2540|958|06:54.5|TX|1679,009159
2541|958|49:05.7|TX|18174,19379
2550|961|03:16.9|TX|5406,50533
2551|961|43:31.9|TX|223,1613372
2556|962|24:06.8|TX|286,7491243
2557|962|02:08.2|TX|970,8350734
2558|962|32:53.2|TX|2922,195214
2559|962|17:10.4|TX|81,15294495
2563|963|40:53.5|TX|55,55792225
2564|963|17:26.4|TX|4,491278633
2569|964|23:54.9|TX|45,13277728
2570|964|58:50.4|TX|3500,824246
2571|964|47:42.2|TX|5,823381621
2572|964|55:49.5|TX|103,3850503
2573|964|03:56.9|TX|1774,720113
2582|968|46:38.8|TX|8594,437049
2583|968|13:59.3|TX|94,50295909
2584|968|49:09.2|TX|667,5693625
2589|969|51:23.3|TX|341,3891098
2590|969|24:34.7|TX|5023,299146
2591|969|57:58.7|TX|1296,884431
2592|969|24:10.3|TX|475,7731021
2593|969|05:58.8|TX|6043,044235
2602|972|14:12.4|TX|1907,595712
2603|972|24:52.0|TX|181,0836703
2604|972|28:24.0|TX|9483,380219
2609|973|26:07.8|TX|2709,377525
2610|973|08:15.1|TX|242,8290499
2611|973|14:28.9|TX|18,32930311
2612|973|45:55.6|TX|97,08584617
2613|973|19:05.8|TX|1034,674368
2618|975|07:29.6|TX|18395,321
2619|975|33:08.5|TX|32,18650494
2620|975|24:48.1|TX|90,81312498
2621|975|49:25.4|TX|192,8458565
2622|975|00:35.1|TX|20,10895277
2627|979|03:04.9|TX|270,6930155
2628|979|48:50.1|TX|2,954343066
2629|979|39:08.8|TX|9,544141875
2630|979|54:29.6|TX|33,37584763
2631|979|11:34.4|TX|160,0029448
2637|984|19:07.4|TX|62,39237088
2638|984|47:54.4|TX|979,8653214
2644|987|33:56.6|TX|101,7717135
2649|990|58:35.0|TX|219,6058128
2650|990|48:30.5|TX|178,4773939
2659|993|39:45.6|TX|156,911692
2660|993|03:35.8|TX|65,08583638
2661|993|33:23.8|TX|9,171524235
2666|994|20:07.5|TX|4,006655517
2667|994|12:12.1|TX|214,1650789
2668|994|04:54.4|TX|6947,165359
2669|994|47:49.1|TX|699,5282058
2676|996|02:07.7|TX|1036,19653
2677|996|45:40.6|TX|1,08667412
2681|1001|02:30.2|TX|681,7330218
2689|1003|05:32.3|TX|519,5396669
2690|1003|39:29.0|TX|97,57050073
2691|1003|09:22.6|TX|3557,913833
2692|1003|06:31.5|TX|508,7060114
2700|1007|18:11.9|TX|430,9703728
2701|1007|57:12.2|TX|432,7132233
2702|1007|38:39.0|TX|174,0515786
2703|1007|06:33.9|TX|5108,940486
2704|1007|02:45.6|TX|57,47837771
2710|1015|11:44.5|TX|6233,819939
2711|1015|41:03.1|TX|183,8493733
2716|1016|37:38.1|TX|23,18012393
2717|1016|35:34.6|TX|18,34488599
2718|1016|51:48.9|TX|440,2659467
2719|1016|47:36.6|TX|54,9226312
2720|1016|11:53.3|TX|336,2474331
2731|1020|57:33.9|TX|868,3362627
2732|1020|30:18.8|TX|27,02424039
2733|1020|38:48.7|TX|4804,529206
2734|1020|16:33.0|TX|76,97754846
2735|1020|56:17.7|TX|23,26606588
2740|1023|08:34.9|TX|1545,530772
2741|1023|12:51.0|TX|1652,137034
2742|1023|44:45.6|TX|5735,535378
2743|1023|46:03.9|TX|272,108898
2744|1023|48:05.2|TX|223,3376019
2749|1024|18:33.0|TX|276,0248709
2750|1024|52:01.8|TX|351,3857818
2751|1024|47:04.1|TX|31,13393961
2752|1024|05:05.4|TX|985,1569192
2757|1025|28:13.8|TX|61,98013877
2758|1025|05:24.4|TX|31,131185
2759|1025|16:57.1|TX|32,57505174
2760|1025|54:24.9|TX|306,1888318
2761|1025|20:59.5|TX|4137,122469
2766|1026|47:40.2|TX|524,0128549
2775|1029|13:06.9|TX|2,794731745
2776|1029|02:26.3|TX|606,5389053
2777|1029|54:05.6|TX|268,2446104
2778|1029|47:28.4|TX|168,3493841
2779|1029|36:32.4|TX|877,1609233
2795|1036|11:27.3|TX|9329,61716
2813|1045|48:34.2|TX|3047,596465
2814|1045|38:44.4|TX|152,9339892
2815|1045|00:50.1|TX|143,4333735
2823|1052|24:20.5|TX|589,3822751
2824|1052|54:54.3|TX|249,9811054
2825|1052|22:46.4|TX|70,54155134
2826|1052|50:50.7|TX|3558,799242
2834|1056|23:33.7|TX|548,9990116
2835|1056|41:50.6|TX|77,41726797
2836|1056|15:35.2|TX|9483,052626
2841|1059|21:57.3|TX|16,17668764
2842|1059|27:50.9|TX|7,97581164
2843|1059|13:59.6|TX|257,6789728
2844|1059|12:04.6|TX|162,6556548
2845|1059|56:30.4|TX|760,9118535
2849|1060|08:11.3|TX|39,67814679
2854|1061|35:08.3|TX|1462,672919
2855|1061|22:28.2|TX|1112,064214
2856|1061|11:30.2|TX|228,8358504
2857|1061|41:19.8|TX|117,9910213
2861|1063|38:53.5|TX|2449,542186
2862|1063|56:52.9|TX|417,8719085
2863|1063|15:40.9|TX|1499,495091
2864|1063|43:56.6|TX|139,508877
2868|1064|37:21.9|TX|294,0167953
2869|1064|22:46.2|TX|110631,1405
2870|1064|35:45.8|TX|1230,05319
2871|1064|40:24.1|TX|75,94270763
2885|1073|10:55.0|TX|445,2631489
2886|1073|04:57.6|TX|884,836053
2887|1073|41:34.5|TX|17,44681176
2888|1073|42:20.4|TX|5,897762137
2901|1083|33:28.9|TX|506,9007076
2902|1083|21:32.8|TX|279,1437013
2903|1083|03:53.4|TX|1282,965427
2904|1083|36:13.6|TX|2177,237844
2908|1085|43:13.3|TX|384,1454463
2909|1085|16:58.5|TX|727,4811668
2910|1085|01:00.3|TX|2253,586842
2932|1099|47:09.6|TX|11370,10967
2950|1109|55:51.5|TX|514,1708233
2951|1109|24:16.1|TX|2659,962971
2959|1113|47:20.9|TX|278,5030994
2964|1115|49:32.8|TX|28,26837015
2965|1115|25:03.0|TX|59,75504826
2966|1115|20:58.8|TX|65,75018772
2967|1115|49:06.1|TX|2,919220269
2972|1117|58:25.5|TX|23,74593747
2973|1117|59:44.0|TX|203,1266404
2974|1117|28:17.1|TX|4053,478953
2975|1117|21:50.2|TX|1036,832882
2976|1117|35:48.0|TX|21,98527026
2981|1118|54:14.7|TX|602,2993163
2982|1118|27:12.1|TX|286,945778
2983|1118|31:55.8|TX|9,132987989
2989|1121|26:57.3|TX|62,91384426
2990|1121|23:10.0|TX|81,52031261
2991|1121|39:18.2|TX|615,7702971
2996|1122|54:48.6|TX|1040,998354
2997|1122|44:55.0|TX|26,40791814
3002|1123|55:26.1|TX|49,27004805
3008|1126|46:15.6|TX|95775,67233
3009|1126|38:04.8|TX|15,88435316
3014|1128|40:54.8|TX|9,414727779
3015|1128|21:52.0|TX|96,34875361
3016|1128|31:52.8|TX|515,006432
3017|1128|12:22.2|TX|371,7028769
3022|1131|02:35.0|TX|114,0987618
3023|1131|18:11.3|TX|162,5753286
3024|1131|03:19.2|TX|8184,820414
3025|1131|40:54.1|TX|649,6473398
3026|1131|36:17.6|TX|1969,514183
3030|1132|04:37.4|TX|72,50470371
3031|1132|51:49.2|TX|125,2630201
3035|1133|51:23.7|TX|14,52661147
3036|1133|50:16.6|TX|454,9177442
3037|1133|45:58.3|TX|214,9565759
3038|1133|27:23.2|TX|17,05594054
3039|1133|29:37.3|TX|208,0578529
3044|1135|24:10.4|TX|1378,107894
3045|1135|44:50.8|TX|3,47870928
3046|1135|01:05.6|TX|18372,60439
3047|1135|23:53.0|TX|25,20795504
3053|1137|01:52.3|TX|2478,231335
3054|1137|38:04.8|TX|783,6708095
3055|1137|43:31.7|TX|134,6810744
3071|1147|42:40.2|TX|3179,64052
3072|1147|17:12.3|TX|285,8674824
3073|1147|48:43.6|TX|377,7624954
3074|1147|58:34.7|TX|48,73835939
3075|1147|40:53.4|TX|207,1734188
3081|1149|28:54.1|TX|175,7107661
3082|1149|09:29.4|TX|154,1643315
3083|1149|14:43.2|TX|599,1188154
3090|1152|55:57.9|TX|4,061684696
3091|1152|07:22.7|TX|126,3209975
3092|1152|28:44.0|TX|52,36383194
3093|1152|29:15.8|TX|2065,143707
3103|1155|23:17.8|TX|39,12816901
3104|1155|05:23.0|TX|414,8881125
3105|1155|04:36.8|TX|3692,492321
3106|1155|01:39.1|TX|9262,559579
3122|1170|10:51.7|TX|10119,70849
3123|1170|15:17.6|TX|777,1940953
3130|1174|41:32.2|TX|82,56082369
3131|1174|26:00.6|TX|65,59647239
3132|1174|06:59.6|TX|1561,188442
3133|1174|23:35.6|TX|2,452957301
3134|1174|36:41.3|TX|3024,694679
3150|1188|39:08.0|TX|390,2844566
3165|1195|34:54.2|TX|382,4013637
3176|1200|06:04.1|TX|433,1393279
3177|1200|51:09.4|TX|73,24891939
3178|1200|13:32.4|TX|24,49933593
3182|1201|47:55.7|TX|77,02763486
3183|1201|06:53.4|TX|589,6019997
3189|1204|54:05.9|TX|1061,080947
3190|1204|34:46.7|TX|1253,774264
3204|1215|32:58.0|TX|1634,714082
3209|1217|31:25.9|TX|1289,565021
3210|1217|37:19.9|TX|628,9782119
3211|1217|02:07.4|TX|2234,046291
3212|1217|21:05.5|TX|210,3185576
3213|1217|58:47.0|TX|3360,059165
3221|1222|38:22.2|TX|8,844393037
3222|1222|26:33.5|TX|1219,083414
3223|1222|02:04.3|TX|180,7798277
3227|1223|42:04.4|TX|69,96562044
3238|1233|33:13.8|TX|500,9672772
3239|1233|29:49.3|TX|1083,254206
3245|1237|06:38.9|TX|44,55914751
3246|1237|44:19.7|TX|23271,65593
3247|1237|20:03.6|TX|11,50941854
3248|1237|56:18.9|TX|523,6565059
3249|1237|36:07.4|TX|1929,409529
3258|1241|14:32.2|TX|11,57296825
3259|1241|53:13.5|TX|103,4186322
3264|1242|48:25.8|TX|574,2686873
3265|1242|30:57.8|TX|2026,266807
3266|1242|40:01.3|TX|39,60855558
3267|1242|02:45.9|TX|40,14757392
3268|1242|53:33.1|TX|50,20164797
3274|1246|00:01.1|TX|6226,264958
3275|1246|39:43.0|TX|12,79649206
3276|1246|20:26.1|TX|70,55368391
3277|1246|30:30.7|TX|2658,316807
3278|1246|52:33.8|TX|233,9111879
3284|1248|54:52.5|TX|4846,291778
3285|1248|15:03.4|TX|3059,413815
3286|1248|30:36.4|TX|68,3905734
3295|1251|43:19.5|TX|140,1740536
3296|1251|43:11.2|TX|655,1766528
3300|1253|54:48.2|TX|21,65640994
3301|1253|08:14.6|TX|702,0605042
3310|1260|18:25.9|TX|47,46371055
3314|1262|35:25.1|TX|4216,914056
3315|1262|44:25.9|TX|166,4751233
3320|1267|54:49.2|TX|17,1704101
3321|1267|50:35.1|TX|147,9906544
3322|1267|02:52.7|TX|31,41317974
3327|1270|13:29.3|TX|1207,360519
3328|1270|07:58.8|TX|870,986774
3329|1270|57:52.7|TX|124,4461353
3350|1277|28:31.9|TX|1,334952473
3351|1277|55:52.3|TX|3087,414131
3352|1277|18:53.7|TX|510,9156623
3353|1277|11:03.1|TX|47,07175023
3354|1277|11:19.4|TX|1160,155497
3368|1283|19:35.0|TX|67,8889825
3369|1283|44:06.8|TX|40,67071401
3374|1284|31:30.6|TX|240,9928292
3375|1284|32:27.1|TX|2594,441146
3380|1285|31:45.5|TX|778,2547599
3388|1287|58:25.8|TX|159,4206842
3389|1287|09:32.6|TX|921,0794058
3390|1287|00:13.8|TX|4,7357055
3395|1289|34:15.7|TX|364,4780132
3396|1289|33:30.0|TX|151,5551234
3403|1293|13:29.8|TX|1249,738034
3404|1293|25:23.5|TX|1326,086729
3405|1293|14:17.7|TX|107,2753465
3406|1293|19:58.6|TX|60,91579803
3407|1293|17:28.6|TX|282,1074132
3412|1294|45:24.8|TX|2460,380685
3413|1294|24:58.5|TX|3042,994733
3414|1294|15:59.0|TX|145,5210095
3415|1294|28:47.2|TX|51,18847844
3426|1298|51:31.5|TX|166,6484766
3427|1298|45:29.7|TX|79,23710717
3428|1298|05:59.3|TX|10055,1166
3429|1298|58:03.2|TX|2382,89554
3442|1302|28:31.7|TX|1122,515533
3443|1302|54:31.1|TX|36,89500665
3444|1302|51:57.9|TX|1394,959564
3456|1312|48:45.1|TX|379,1505422
3457|1312|19:57.8|TX|1291,121234
3458|1312|27:57.6|TX|213,9704441
3459|1312|20:38.7|TX|1416,546338
3467|1315|36:12.1|TX|357,532239
3468|1315|35:07.8|TX|50,4071308
3484|1331|07:50.9|TX|57,67190348
3485|1331|14:57.4|TX|23,71007073
3486|1331|26:55.7|TX|4989,822525
3501|1346|00:06.6|TX|1968,459959
3502|1346|14:44.5|TX|41,97276608
3514|1357|22:26.1|TX|662,5909294
3519|1360|34:30.7|TX|3345,171792
3526|1367|10:41.8|TX|269,9358099
3527|1367|42:54.7|TX|9,281827362
3528|1367|09:39.0|TX|1529,151213
3529|1367|51:55.4|TX|301,9570532
3530|1367|53:28.5|TX|32,48706975
3534|1368|47:27.9|TX|1129,100236
3535|1368|05:29.7|TX|136,2579342
3536|1368|11:49.4|TX|1047,953046
3537|1368|38:03.8|TX|50,09474876
3558|1377|21:00.1|TX|117,7143987
3559|1377|59:57.8|TX|84,81159305
3560|1377|22:26.5|TX|686,5113495
3568|1385|32:05.6|TX|5502,69885
3569|1385|47:15.3|TX|1,830792866
3582|1392|44:56.0|TX|18,10338896
3583|1392|23:33.2|TX|47,03997171
3591|1397|57:06.6|TX|26,81735005
3612|1403|27:48.6|TX|1016,198909
3613|1403|54:17.4|TX|1287,587476
3614|1403|27:22.0|TX|3615,620265
3615|1403|18:40.4|TX|84,30504442
3616|1403|52:59.5|TX|14,59116911
3621|1405|09:13.6|TX|2554,11649
3622|1405|37:23.1|TX|320,4805893
3623|1405|42:46.2|TX|14,17935711
3624|1405|32:10.2|TX|460,9582694
3625|1405|33:11.3|TX|2674,73327
3633|1409|49:58.4|TX|385,1649254
3634|1409|42:40.1|TX|1212,064725
3639|1410|22:15.3|TX|155,2340703
3640|1410|54:09.3|TX|30,56365294
3648|1414|03:37.2|TX|295,2744368
3649|1414|46:46.7|TX|387,5892239
3650|1414|13:12.7|TX|2138,774964
3663|1424|33:22.6|TX|17998,7148
3664|1424|53:55.6|TX|158,7917087
3665|1424|08:14.3|TX|487,7551058
3680|1436|13:58.2|TX|952,9172926
3685|1439|14:34.2|TX|77,99227394
3693|1444|25:57.7|TX|3,812617285
3698|1448|39:26.4|TX|324,6673062
3699|1448|09:29.6|TX|3287,850632
3700|1448|40:59.6|TX|659,3647399
3706|1454|15:44.0|TX|4,629600982
3707|1454|30:20.8|TX|3699,698692
3715|1457|43:25.2|TX|125,7679543
3720|1458|27:02.6|TX|1099,495733
3721|1458|17:15.4|TX|171,8170405
3722|1458|50:34.5|TX|6959,52427
3723|1458|21:04.3|TX|574,0173282
3728|1460|50:09.1|TX|2504,096512
3733|1462|13:32.4|TX|15,26146634
3734|1462|21:17.5|TX|708,4398561
3735|1462|27:18.6|TX|64,87643371
3739|1463|41:32.0|TX|235,1452494
3750|1470|42:28.2|TX|104,7544864
3751|1470|59:05.3|TX|13,69727482
3752|1470|49:28.5|TX|154,1972223
3758|1472|22:25.0|TX|318,1457986
3768|1475|33:00.9|TX|381,3378389
3769|1475|12:08.5|TX|11,70599901
3770|1475|45:33.7|TX|10,13547553
3771|1475|09:02.2|TX|1364,169848
3776|1477|16:21.7|TX|19,91930648
3777|1477|18:14.6|TX|6,896409347
3787|1484|13:24.9|TX|268,9002473
3788|1484|04:20.1|TX|1040,244958
3789|1484|02:45.4|TX|1848,642523
3790|1484|32:31.2|TX|7133,038385
3800|1490|57:36.7|TX|377,3222097
3804|1495|05:22.3|TX|72376,40999
3820|1502|27:21.5|TX|738,7392536
3821|1502|10:49.3|TX|1371,320603
3822|1502|54:15.6|TX|237,4208099
3826|1503|25:07.2|TX|7046,775943
3827|1503|08:37.4|TX|33,53485853
3828|1503|05:12.9|TX|189,6232799
3829|1503|55:32.1|TX|1827,751917
3834|1505|13:05.1|TX|39,10443374
3835|1505|30:23.6|TX|1279,159146
3836|1505|04:52.6|TX|4859,375842
3837|1505|52:46.9|TX|1056,532952
3838|1505|20:31.3|TX|1492,509163
3849|1518|07:54.5|TX|2962,549948
3850|1518|01:00.0|TX|40,52747154
3851|1518|11:33.2|TX|4759,330508
3856|1519|11:04.9|TX|231,8627433
3857|1519|44:19.4|TX|1429,650368
3864|1523|13:29.5|TX|3781,687656
3865|1523|14:30.9|TX|689,4700966
3866|1523|55:02.8|TX|22,6253954
3867|1523|10:23.1|TX|351,8055475
3880|1529|07:06.7|TX|422,6414881
3881|1529|17:56.6|TX|2164,470053
3882|1529|43:57.4|TX|1651,998399
3883|1529|32:08.0|TX|265,5477766
3884|1529|01:45.7|TX|4,540029579
3889|1530|56:32.2|TX|530,2097987
3890|1530|47:54.1|TX|1760,567968
3891|1530|35:25.1|TX|1146,80178
3899|1535|16:19.9|TX|62,76420865
3904|1536|02:50.8|TX|18,72018176
3905|1536|17:04.6|TX|585,73522
3906|1536|43:30.8|TX|176,3110282
3907|1536|32:05.6|TX|164,0128254
3911|1537|54:44.8|TX|745,104858
3912|1537|58:41.1|TX|567,5709008
3918|1540|43:21.8|TX|2794,71607
3923|1543|04:22.3|TX|123,2086316
3924|1543|58:24.5|TX|3539,634376
3929|1545|07:55.8|TX|98,00519098
3930|1545|04:14.9|TX|62,52436074
3931|1545|30:32.6|TX|1356,039201
3932|1545|10:44.3|TX|690,2525279
3937|1547|49:07.6|TX|96,35648046
3946|1549|42:09.3|TX|162,4983095
3947|1549|34:27.1|TX|87,60455543
3948|1549|41:04.4|TX|788,0114799
3958|1555|56:36.8|TX|82,89080969
3959|1555|48:03.2|TX|2704,062927
3960|1555|25:29.7|TX|49996,28777
3969|1562|25:29.6|TX|539,3822306
3970|1562|14:10.4|TX|346,8598303
3971|1562|09:36.6|TX|76,9920107
3985|1569|09:29.4|TX|1834,257072
3986|1569|21:03.7|TX|752,0939939
3998|1576|47:32.6|TX|2425,559465
3999|1576|23:13.5|TX|3525,925664
4023|1591|39:01.7|TX|11485,86181
4024|1591|48:56.6|TX|37,33786635
4025|1591|13:22.6|TX|15,37195463
4040|1605|11:20.8|TX|16879,58912
4041|1605|50:36.3|TX|303,5587648
4042|1605|41:58.1|TX|2742,999756
4043|1605|09:44.7|TX|724,4552403
4054|1614|02:30.8|TX|3423,615804
4063|1616|13:37.0|TX|205,8237371
4064|1616|50:46.1|TX|126,9785541
4065|1616|33:41.6|TX|13707,61971
4066|1616|44:13.9|TX|23,07130891
4075|1621|37:30.7|TX|22,52440559
4076|1621|58:47.0|TX|600,6256923
4077|1621|37:07.6|TX|39,15853514
4078|1621|40:49.2|TX|172,0581907
4083|1623|02:53.8|TX|140,3624094
4084|1623|43:16.0|TX|84,42299373
4089|1625|13:58.5|TX|144,1209149
4090|1625|42:20.0|TX|147,1835936
4091|1625|41:24.4|TX|289,3623993
4092|1625|55:05.1|TX|76,86393902
4093|1625|06:00.6|TX|3102,750982
4100|1634|55:20.6|TX|4721,516135
4101|1634|58:24.0|TX|11394,41254
4102|1634|46:31.0|TX|316,1112885
4103|1634|51:11.9|TX|137,1274437
4104|1634|44:57.7|TX|2265,403015
4109|1638|26:44.3|TX|784,9170241
4110|1638|03:00.6|TX|1928,283863
4111|1638|50:04.9|TX|3463,612314
4121|1644|13:22.9|TX|42,60389799
4122|1644|13:44.3|TX|78,51656919
4123|1644|26:49.9|TX|831,5053825
4128|1647|43:01.6|TX|151,9911114
4129|1647|27:12.8|TX|1361,212393
4130|1647|05:10.7|TX|60,19817417
4131|1647|12:46.7|TX|1765,008803
4138|1650|58:39.2|TX|39,04994592
4139|1650|24:38.6|TX|35,99393756
4140|1650|21:15.0|TX|35,45247668
4141|1650|21:07.9|TX|161,422428
4142|1650|58:40.7|TX|575,9717059
4146|1652|14:21.2|TX|2491,704723
4147|1652|56:55.5|TX|335,4057756
4148|1652|02:45.7|TX|1081,200025
4153|1653|29:21.3|TX|124,7468811
4154|1653|07:52.8|TX|714,8327575
4155|1653|44:47.3|TX|176,688468
4156|1653|11:52.2|TX|389,1758058
4161|1655|25:24.1|TX|2299,776638
4162|1655|35:22.4|TX|50,14539905
4163|1655|00:40.4|TX|20,86039256
4164|1655|41:25.1|TX|201,2708564
4172|1658|58:53.6|TX|73,02882345
4176|1660|28:02.7|TX|150,3411905
4177|1660|15:09.5|TX|0,771903265
4178|1660|14:33.3|TX|1137,170201
4179|1660|01:08.8|TX|370,1754299
4180|1660|19:25.7|TX|131,961285
4187|1663|14:39.4|TX|581,5308512
4188|1663|49:42.7|TX|26137,89513
4189|1663|25:23.6|TX|262,0152986
4190|1663|41:41.4|TX|2510,541209
4191|1663|09:39.8|TX|790,2176404
4205|1670|38:25.5|TX|2250,24493
4206|1670|18:24.5|TX|200,597337
4214|1673|40:45.7|TX|2375,781254
4215|1673|58:58.4|TX|209,2210562
4219|1674|03:52.6|TX|433,6389578
4220|1674|40:08.1|TX|727,5429673
4221|1674|09:23.8|TX|63,31707123
4222|1674|00:18.0|TX|5346,201413
4223|1674|05:38.4|TX|40,34547106
4230|1679|30:15.8|TX|516,9011443
4231|1679|54:26.8|TX|51,24017112
4232|1679|24:27.0|TX|244,8383662
4233|1679|27:27.4|TX|209,805003
4234|1679|29:26.4|TX|16,22996222
4246|1683|25:16.7|TX|298,3251735
4250|1685|00:57.4|TX|13,58511285
4251|1685|28:50.2|TX|2683,330432
4252|1685|59:08.1|TX|383,1371853
4253|1685|04:57.3|TX|785,3497607
4254|1685|11:04.7|TX|46,3487149
4259|1686|42:40.3|TX|28,60352576
4260|1686|48:45.9|TX|21,95669197
4261|1686|46:22.8|TX|3,128250388
4262|1686|10:20.0|TX|314,7099077
4267|1687|45:36.5|TX|2523,972815
4268|1687|20:58.6|TX|405,9522892
4269|1687|46:19.2|TX|197,9250953
4270|1687|40:53.0|TX|4676,383963
4275|1688|38:17.6|TX|1196,562594
4276|1688|24:59.1|TX|268,4283786
4277|1688|37:35.4|TX|1120,155415
4285|1694|18:53.3|TX|709,1935928
4286|1694|16:23.4|TX|926,1268118
4287|1694|01:50.7|TX|144,8786308
4288|1694|27:03.8|TX|63,3818509
4293|1695|07:59.3|TX|2635,225929
4294|1695|05:14.6|TX|6,678829788
4295|1695|42:24.7|TX|15373,52623
4296|1695|36:06.9|TX|481,4788471
4297|1695|05:20.5|TX|34699,11639
4305|1697|42:49.0|TX|630,4105363
4306|1697|55:29.3|TX|1270,886832
4307|1697|45:03.3|TX|42,98281456
4331|1707|02:48.1|TX|367,8281721
4332|1707|34:17.4|TX|29,90306305
4337|1708|52:13.1|TX|88,33319221
4338|1708|03:02.6|TX|11,06263581
4339|1708|03:55.5|TX|87,97769724
4345|1713|45:32.4|TX|18390,26076
4346|1713|29:07.3|TX|79,29633902
4347|1713|32:13.1|TX|22,08055208
4356|1718|55:48.8|TX|26,62651819
4360|1720|03:55.5|TX|74,67066069
4361|1720|16:27.2|TX|775,9897313
4362|1720|17:22.7|TX|1574,303964
4367|1724|33:49.5|TX|42,07944045
4368|1724|44:47.2|TX|365,6929338
4369|1724|28:44.9|TX|286,3942509
4375|1728|54:12.2|TX|384,4534037
4376|1728|47:44.4|TX|122,1861264
4377|1728|55:33.7|TX|25,2127012
4378|1728|11:12.2|TX|13,62020214
4383|1730|50:17.2|TX|148,3909195
4384|1730|27:16.5|TX|624,7815676
4385|1730|42:36.9|TX|18,4643227
4395|1734|56:48.8|TX|1282,373878
4396|1734|16:05.2|TX|191,4283554
4397|1734|06:47.3|TX|216,4474986
4422|1748|54:31.9|TX|64,18042048
4423|1748|27:36.7|TX|4716,448776
4424|1748|44:10.3|TX|3510,670894
4425|1748|22:46.1|TX|192,2035735
4426|1748|42:29.1|TX|65,61165904
4431|1753|35:31.0|TX|2563,770321
4432|1753|14:12.6|TX|3671,662268
4433|1753|52:04.9|TX|8,317212769
4445|1757|55:57.2|TX|178,9855283
4446|1757|31:38.5|TX|4161,173839
4447|1757|07:06.5|TX|253,3859747
4453|1759|10:56.8|TX|9879,904781
4454|1759|04:47.1|TX|298,6332829
4459|1765|35:26.2|TX|563,3960723
4460|1765|57:27.0|TX|12,66578653
4472|1771|07:28.8|TX|106,5783462
4473|1771|26:26.7|TX|217,1064339
4480|1775|22:48.4|TX|110,8516246
4481|1775|36:11.4|TX|2199,446103
4482|1775|20:58.7|TX|68,01084796
4487|1776|03:25.0|TX|35,99066296
4492|1777|09:48.7|TX|539,556228
4493|1777|51:42.5|TX|115,668755
4494|1777|09:49.1|TX|510,3679918
4498|1778|09:03.9|TX|394,0460817
4499|1778|42:55.5|TX|144,9513225
4500|1778|15:32.1|TX|13,96904804
4501|1778|39:05.6|TX|6,800220052
4506|1779|54:32.1|TX|48,69354205
4507|1779|29:22.1|TX|29,10805182
4508|1779|01:43.5|TX|340,7675613
4520|1784|17:55.6|TX|86,26112275
4521|1784|31:11.1|TX|38,28083039
4522|1784|32:41.3|TX|7,072151393
4523|1784|50:00.5|TX|1064,390556
4527|1785|55:06.4|TX|244,2007395
4536|1787|13:51.1|TX|74,75473611
4537|1787|53:09.7|TX|10111,60863
4538|1787|19:00.1|TX|169,4071131
4539|1787|15:05.3|TX|84,41908154
4547|1792|48:51.7|TX|645,4918335
4548|1792|51:04.9|TX|24,63307361
4549|1792|46:54.9|TX|67,58958328
4550|1792|55:26.7|TX|1689,172445
4551|1792|43:27.5|TX|79,35758471
4555|1793|21:31.2|TX|711,8497039
4556|1793|34:40.0|TX|1928,879272
4557|1793|09:41.5|TX|8,070324702
4558|1793|47:48.2|TX|197,806221
4566|1797|14:42.2|TX|49,4656588
4567|1797|16:12.2|TX|195,8538761
4572|1798|15:18.4|TX|2050,271233
4578|1803|37:07.0|TX|6804,497474
4582|1805|03:58.9|TX|1698,294076
4583|1805|04:29.4|TX|324,5438854
4588|1812|13:59.2|TX|6333,164569
4589|1812|14:11.7|TX|519,3582186
4590|1812|30:23.7|TX|19,5734529
4591|1812|10:26.3|TX|1017,778539
4592|1812|04:19.4|TX|211,878763
4599|1814|09:27.6|TX|278,1080977
4605|1816|23:17.4|TX|9119,419548
4606|1816|12:27.8|TX|205,1715622
4607|1816|07:11.1|TX|492,2395289
4608|1816|48:14.1|TX|28777,08768
